date,city,sector,stage,channel,funding_usd,revenue_usd,employees,burn_rate_usd
2024-07-22,Chennai,Edtech,Pre-Seed,Angel Funded,2257474.6,273262.41,57,712754.71
2024-07-23,Hyderabad,Deeptech,Pre-Seed,Bootstrapped,3248467.23,286136.67,196,1954915.43
2024-07-24,Pune,Fintech,Series B,VC Funded,5645171.57,679652.35,400,738586.09
2024-07-26,Hyderabad,D2C,Series C,VC Funded,1034175.83,165634.87,411,80622.91
2024-07-26,Chennai,Edtech,Seed,Angel Funded,2177538.99,194498.01,382,627208.85
2024-07-26,Chennai,D2C,Series A,Angel Funded,1102247.24,650097.58,156,136137.21
2024-07-27,Bengaluru,D2C,Series A,VC Funded,2737476.6,456829.47,441,155789.19
2024-07-27,Pune,Deeptech,Seed,VC Funded,5350107.34,391910.05,420,1142388.01
2024-07-28,Delhi,Edtech,Pre-Seed,Angel Funded,1791251.31,130615.95,482,436267.58
2024-07-28,Chennai,SaaS,Series B,Angel Funded,8719134.42,1356947.0,47,1421912.6
2024-07-28,Delhi,Healthtech,Pre-Seed,VC Funded,3478821.98,887547.15,152,634943.13
2024-07-29,Bengaluru,Healthtech,Series B,Angel Funded,9074755.31,682626.92,344,1455302.68
2024-07-30,Delhi,Deeptech,Series B,VC Funded,11174303.84,106738.79,498,1788676.55
2024-07-30,Pune,Edtech,Series C,VC Funded,2617913.2,338257.77,219,1060802.6
2024-07-30,Hyderabad,Fintech,Series C,VC Funded,8219604.31,470632.78,199,689627.67
2024-07-30,Bengaluru,Edtech,Series A,Bootstrapped,3282973.63,424538.12,420,419351.26
2024-07-31,Bengaluru,Edtech,Series B,Bootstrapped,3603096.05,310304.4,361,249012.7
2024-07-31,Hyderabad,SaaS,Pre-Seed,Angel Funded,8356789.05,1928523.84,211,1279614.06
2024-08-02,Pune,Deeptech,Series C,Angel Funded,13773736.17,225998.02,144,1889304.76
2024-08-04,Pune,Fintech,Series B,Bootstrapped,8458884.28,876547.85,133,2065792.14
2024-08-05,Chennai,Healthtech,Series B,Bootstrapped,2695301.99,572387.11,252,192257.65
2024-08-06,Chennai,Fintech,Series B,Angel Funded,11597008.29,339947.37,46,1326957.1
2024-08-08,Bengaluru,Deeptech,Series A,Angel Funded,8797084.06,417990.23,373,1556470.57
2024-08-09,Chennai,Healthtech,Series C,Bootstrapped,1655189.35,413502.9,350,359493.43
2024-08-10,Mumbai,Fintech,Pre-Seed,Bootstrapped,4555504.77,498378.59,361,732627.6
2024-08-11,Chennai,SaaS,Series A,VC Funded,7657463.37,1506433.71,460,1805392.8
2024-08-11,Bengaluru,D2C,Series C,Angel Funded,3780777.0,655752.36,348,260021.56
2024-08-11,Bengaluru,SaaS,Pre-Seed,Bootstrapped,8587895.27,1835682.42,368,1176068.22
2024-08-12,Pune,D2C,Series C,VC Funded,1841693.88,651172.39,203,242650.31
2024-08-12,Chennai,SaaS,Seed,Bootstrapped,5944655.95,1132573.65,284,743495.23
2024-08-13,Bengaluru,D2C,Series B,VC Funded,3792530.93,418724.73,340,711803.67
2024-08-14,Pune,Deeptech,Series C,Bootstrapped,12966830.04,246276.46,464,1061096.21
2024-08-14,Delhi,Edtech,Series C,Bootstrapped,2123483.33,227186.77,51,509643.36
2024-08-15,Pune,SaaS,Pre-Seed,Bootstrapped,5576544.96,602161.98,259,1109998.97
2024-08-16,Pune,Deeptech,Series A,VC Funded,14006936.48,98150.99,429,2234524.47
2024-08-17,Delhi,D2C,Series C,VC Funded,2106016.26,236822.11,319,123566.31
2024-08-18,Chennai,D2C,Series B,Bootstrapped,847919.57,276422.41,149,161611.36
2024-08-20,Bengaluru,Deeptech,Seed,Angel Funded,5550435.81,468206.07,30,2213331.47
2024-08-20,Bengaluru,Deeptech,Seed,Bootstrapped,6476046.89,327023.67,343,2625054.85
2024-08-21,Mumbai,D2C,Series C,VC Funded,1733897.54,469775.53,88,222963.48
2024-08-21,Delhi,SaaS,Series B,Bootstrapped,7190771.87,1985695.5,62,550110.7
2024-08-22,Bengaluru,Healthtech,Seed,VC Funded,8120651.86,1300207.43,166,1478422.12
2024-08-22,Pune,Edtech,Series A,Angel Funded,2016404.08,288517.43,165,247252.58
2024-08-24,Mumbai,Fintech,Series A,Bootstrapped,5773526.67,858391.08,177,1167672.34
2024-08-25,Chennai,Healthtech,Series B,VC Funded,2338662.08,1145186.76,160,582760.62
2024-08-25,Chennai,D2C,Series C,VC Funded,1784902.16,119614.78,58,194708.63
2024-08-26,Bengaluru,Deeptech,Series B,Bootstrapped,18163555.78,223247.61,216,826345.24
2024-08-26,Delhi,Deeptech,Series C,Angel Funded,7765830.48,94786.12,266,1940571.35
2024-08-27,Chennai,Fintech,Pre-Seed,VC Funded,6526212.82,701451.54,446,468933.23
2024-08-30,Mumbai,SaaS,Series B,VC Funded,2754606.37,1704324.81,186,371088.79
2024-08-30,Pune,D2C,Series A,Bootstrapped,1240540.84,637222.69,388,268172.73
2024-08-31,Pune,Fintech,Series B,Bootstrapped,11361369.09,1022912.42,372,2150375.99
2024-08-31,Delhi,Healthtech,Pre-Seed,Bootstrapped,6404315.55,489116.05,148,1399786.86
2024-08-31,Hyderabad,Healthtech,Seed,Angel Funded,3163868.12,973228.33,253,554783.29
2024-09-02,Mumbai,Deeptech,Series C,Angel Funded,5454157.72,371143.0,287,623535.68
2024-09-02,Mumbai,Healthtech,Series A,VC Funded,2770846.63,373824.17,384,203555.37
2024-09-02,Mumbai,Edtech,Series C,Bootstrapped,2839257.44,296698.24,75,339978.91
2024-09-02,Mumbai,Fintech,Pre-Seed,VC Funded,4208321.92,636863.59,46,609003.65
2024-09-02,Pune,Deeptech,Seed,VC Funded,3366179.61,331726.15,22,917130.13
2024-09-04,Chennai,SaaS,Pre-Seed,VC Funded,6257699.88,1199130.56,13,975472.34
2024-09-05,Delhi,D2C,Series C,Bootstrapped,1915143.82,211990.44,168,324469.93
2024-09-05,Pune,Healthtech,Pre-Seed,Angel Funded,6248942.35,246929.31,368,945834.01
2024-09-06,Mumbai,Edtech,Series A,VC Funded,2924902.48,256921.3,282,303173.52
2024-09-06,Bengaluru,SaaS,Series B,VC Funded,3258694.88,2035375.3,11,478560.99
2024-09-07,Pune,Deeptech,Series A,Angel Funded,7663671.13,193464.96,63,916459.56
2024-09-08,Bengaluru,Fintech,Series C,Bootstrapped,9352160.28,1006845.08,99,1748850.58
2024-09-08,Mumbai,Fintech,Series A,VC Funded,6776059.57,640587.25,343,1185933.69
2024-09-09,Bengaluru,Healthtech,Series C,Angel Funded,4827507.09,1199681.95,287,282053.59
2024-09-09,Pune,Healthtech,Seed,Bootstrapped,1727782.45,237291.34,313,161999.97
2024-09-10,Pune,D2C,Pre-Seed,Angel Funded,1092619.95,566192.25,426,271165.03
2024-09-10,Hyderabad,Edtech,Seed,Angel Funded,2250293.79,363504.34,445,765134.54
2024-09-11,Hyderabad,D2C,Series A,VC Funded,2248830.02,442297.25,193,183194.18
2024-09-12,Pune,SaaS,Series B,Bootstrapped,5978962.18,543700.15,206,903354.78
2024-09-12,Chennai,SaaS,Pre-Seed,VC Funded,4136449.91,627266.99,152,569271.55
2024-09-13,Mumbai,D2C,Pre-Seed,Angel Funded,1645334.37,485174.95,316,147721.77
2024-09-14,Pune,D2C,Series C,Angel Funded,3698264.29,192731.35,491,744970.04
2024-09-15,Mumbai,D2C,Series C,VC Funded,1243611.47,613419.17,231,91092.06
2024-09-16,Delhi,Deeptech,Series B,Bootstrapped,7828804.64,160522.77,70,691815.95
2024-09-16,Chennai,SaaS,Series C,VC Funded,8325767.34,1093440.17,463,1768887.49
2024-09-16,Delhi,Edtech,Series A,VC Funded,2710248.58,185639.21,85,621717.09
2024-09-17,Bengaluru,Edtech,Pre-Seed,Angel Funded,992037.89,423622.23,211,94087.57
2024-09-17,Hyderabad,D2C,Pre-Seed,VC Funded,866741.9,529587.15,416,125459.88
2024-09-18,Hyderabad,Deeptech,Seed,Angel Funded,1607018.58,235253.68,329,698459.13
2024-09-18,Mumbai,Healthtech,Series A,Angel Funded,7249340.09,838351.84,80,705025.65
2024-09-18,Bengaluru,Deeptech,Pre-Seed,Bootstrapped,5580661.58,258354.5,156,1103522.22
2024-09-19,Hyderabad,SaaS,Series C,VC Funded,6470377.59,1732446.13,162,1259497.92
2024-09-20,Delhi,Fintech,Series B,Angel Funded,3453851.06,1575091.86,249,396226.95
2024-09-20,Hyderabad,D2C,Series B,Bootstrapped,859862.31,489905.8,151,104382.84
2024-09-20,Bengaluru,Deeptech,Series C,Bootstrapped,10346662.1,148533.68,190,1389053.51
2024-09-21,Hyderabad,Fintech,Seed,VC Funded,3140258.96,268606.59,288,301536.92
2024-09-22,Pune,Deeptech,Series C,VC Funded,8194174.89,307061.67,251,976335.1
2024-09-22,Delhi,Fintech,Series A,VC Funded,8850570.91,989144.33,69,1548889.49
2024-09-22,Mumbai,Healthtech,Seed,VC Funded,3435964.51,903518.78,182,822901.91
2024-09-25,Bengaluru,Fintech,Pre-Seed,VC Funded,8611098.89,1663032.98,123,421238.98
2024-09-25,Pune,Healthtech,Pre-Seed,VC Funded,3277478.78,548098.69,159,173148.13
2024-09-26,Hyderabad,Fintech,Series A,Angel Funded,4514643.83,417465.78,372,385965.82
2024-09-26,Mumbai,Deeptech,Series C,VC Funded,14872843.39,325851.36,188,2170496.48
2024-09-27,Hyderabad,Fintech,Series A,VC Funded,5511511.95,304939.25,219,979893.62
2024-09-28,Mumbai,Fintech,Pre-Seed,Angel Funded,9836032.41,547721.37,454,1169208.73
2024-09-29,Mumbai,Edtech,Series B,Angel Funded,996304.7,239409.09,315,223550.16
2024-09-30,Mumbai,Healthtech,Series B,VC Funded,3707045.75,1146072.77,230,527646.05
2024-09-30,Bengaluru,SaaS,Series C,Angel Funded,9495197.47,637503.39,224,563429.66
2024-09-30,Mumbai,Healthtech,Pre-Seed,VC Funded,4820153.8,891365.74,69,855933.66
2024-10-02,Hyderabad,SaaS,Series B,Angel Funded,6739796.95,1526252.02,130,1456781.53
2024-10-02,Delhi,Deeptech,Series C,Bootstrapped,13773874.6,195796.17,117,3436101.77
2024-10-02,Hyderabad,Edtech,Seed,Bootstrapped,2658098.97,109079.59,242,1031999.11
2024-10-03,Delhi,D2C,Series C,Bootstrapped,3241417.86,257897.2,427,774172.34
2024-10-03,Delhi,Deeptech,Series A,Bootstrapped,5850579.42,76876.05,297,935697.95
2024-10-03,Hyderabad,D2C,Seed,Bootstrapped,2714765.69,601047.38,320,357326.09
2024-10-04,Bengaluru,Deeptech,Series B,Angel Funded,7309254.19,245463.11,381,1214540.22
2024-10-05,Chennai,Healthtech,Series C,Angel Funded,4673644.16,861220.47,288,513520.16
2024-10-05,Hyderabad,SaaS,Series A,VC Funded,9846197.05,1270744.97,201,952250.23
2024-10-06,Delhi,Deeptech,Series A,Bootstrapped,5938534.93,334498.77,212,650191.03
2024-10-06,Mumbai,Deeptech,Series C,VC Funded,14436055.34,216951.56,367,1327101.94
2024-10-06,Bengaluru,D2C,Series B,VC Funded,1091209.16,282107.51,263,143035.48
2024-10-08,Hyderabad,Fintech,Pre-Seed,Bootstrapped,6330152.76,810159.36,334,1436504.75
2024-10-08,Hyderabad,D2C,Seed,VC Funded,2791025.76,459509.61,408,185251.71
2024-10-08,Delhi,Healthtech,Series B,Bootstrapped,3339737.95,415148.8,374,295623.11
2024-10-09,Chennai,D2C,Seed,VC Funded,2047854.86,646873.8,33,442906.28
2024-10-10,Chennai,Deeptech,Series B,VC Funded,6861624.17,201527.24,373,782136.14
2024-10-11,Hyderabad,D2C,Series A,Bootstrapped,2309064.53,650711.34,11,478692.46
2024-10-11,Mumbai,SaaS,Series A,VC Funded,3496788.64,3116474.76,322,212332.88
2024-10-14,Hyderabad,SaaS,Series C,Angel Funded,3072742.01,1283147.06,109,356599.7
2024-10-14,Mumbai,Deeptech,Series C,Bootstrapped,5645287.46,260350.33,419,1263754.41
2024-10-15,Chennai,Deeptech,Series B,Bootstrapped,14588601.33,206354.88,10,1017136.42
2024-10-18,Hyderabad,Edtech,Series A,Angel Funded,1032856.25,87475.9,175,303326.73
2024-10-18,Mumbai,D2C,Series C,VC Funded,2608144.53,354438.82,303,425245.93
2024-10-19,Mumbai,Healthtech,Seed,Angel Funded,4707810.61,980595.0,469,1121087.85
2024-10-20,Mumbai,SaaS,Series C,Angel Funded,6908586.24,2506659.44,18,1186888.09
2024-10-20,Bengaluru,Healthtech,Series A,Angel Funded,3793160.1,1033370.2,243,324931.63
2024-10-21,Bengaluru,Edtech,Series A,Angel Funded,1011394.86,262059.95,269,154176.72
2024-10-21,Pune,Fintech,Series A,Angel Funded,2902316.73,1268525.61,245,446355.32
2024-10-21,Hyderabad,SaaS,Pre-Seed,Bootstrapped,4388901.22,1733359.14,461,1056347.38
2024-10-27,Mumbai,Edtech,Pre-Seed,Angel Funded,2772442.06,136728.36,124,279546.36
2024-10-27,Pune,Deeptech,Series B,VC Funded,8358568.72,224676.07,175,1340576.37
2024-10-29,Hyderabad,Edtech,Series C,VC Funded,961359.3,377015.16,17,154778.12
2024-10-31,Chennai,Fintech,Pre-Seed,VC Funded,9076016.45,722811.99,336,1565935.77
2024-11-01,Pune,Healthtech,Series B,Angel Funded,5132560.75,281162.03,364,374075.47
2024-11-02,Chennai,Deeptech,Pre-Seed,VC Funded,4754597.18,196770.22,124,1877494.88
2024-11-05,Pune,Fintech,Pre-Seed,VC Funded,10546506.18,1039113.82,348,1706109.31
2024-11-05,Mumbai,Deeptech,Series A,VC Funded,11249965.55,349990.36,263,1661691.58
2024-11-06,Chennai,Edtech,Series B,VC Funded,1827803.49,270017.3,149,221781.14
2024-11-07,Chennai,Deeptech,Series B,VC Funded,7749512.93,358845.59,358,755700.41
2024-11-09,Mumbai,Deeptech,Series C,VC Funded,14240253.52,107818.75,386,933609.93
2024-11-10,Pune,Fintech,Series C,Angel Funded,4186359.02,1520585.5,83,352659.41
2024-11-10,Pune,SaaS,Series A,VC Funded,7072983.58,2937657.31,235,1047655.22
2024-11-11,Hyderabad,Edtech,Seed,Bootstrapped,2841003.68,305183.67,102,959427.19
2024-11-11,Mumbai,Edtech,Seed,VC Funded,1968178.43,240975.47,310,517479.08
2024-11-11,Bengaluru,Fintech,Pre-Seed,Bootstrapped,6053511.68,532016.02,486,910108.03
2024-11-11,Mumbai,Healthtech,Pre-Seed,Bootstrapped,1974129.37,1119343.36,418,160053.38
2024-11-11,Chennai,Healthtech,Series C,Bootstrapped,4543889.92,699908.38,255,871281.63
2024-11-12,Chennai,Healthtech,Series C,Angel Funded,2741107.49,864903.86,491,323918.98
2024-11-12,Mumbai,D2C,Series B,Bootstrapped,3475513.13,281925.11,306,861948.99
2024-11-12,Bengaluru,Edtech,Series A,VC Funded,3109911.06,249060.36,55,805682.02
2024-11-14,Hyderabad,Fintech,Pre-Seed,Bootstrapped,8467390.43,262352.08,268,1397199.79
2024-11-14,Delhi,Deeptech,Pre-Seed,Bootstrapped,5111828.59,122175.6,210,1661983.85
2024-11-15,Pune,D2C,Series B,VC Funded,1993327.2,193178.85,306,331959.58
2024-11-15,Delhi,Deeptech,Series A,VC Funded,8277153.8,219433.17,328,915155.95
2024-11-15,Chennai,D2C,Series A,Angel Funded,873582.91,618949.81,46,51622.08
2024-11-17,Mumbai,D2C,Series A,Bootstrapped,3482413.46,648933.49,39,234733.78
2024-11-17,Hyderabad,SaaS,Series C,Angel Funded,5591242.06,3367912.03,294,998586.7
2024-11-20,Pune,D2C,Series C,VC Funded,2166659.05,220753.56,66,484247.32
2024-11-21,Bengaluru,Deeptech,Pre-Seed,VC Funded,3884192.59,314369.79,95,1808420.88
2024-11-23,Bengaluru,Fintech,Series A,VC Funded,6151739.6,1489921.02,351,937589.23
2024-11-24,Pune,Healthtech,Seed,Angel Funded,3999520.7,831771.02,259,911088.32
2024-11-24,Chennai,Edtech,Pre-Seed,Angel Funded,1951898.91,267508.54,89,449001.44
2024-11-24,Pune,D2C,Series B,VC Funded,3303179.22,383472.36,103,699490.4
2024-11-25,Delhi,Edtech,Series C,VC Funded,2150459.57,203958.16,190,192272.98
2024-11-25,Chennai,SaaS,Series C,Bootstrapped,7570467.26,1789273.08,158,948519.27
2024-11-25,Chennai,Healthtech,Series C,Bootstrapped,2653585.01,431449.52,290,291097.83
2024-11-26,Bengaluru,Edtech,Series B,Bootstrapped,1131760.23,275829.68,309,93156.06
2024-11-26,Bengaluru,Fintech,Series C,VC Funded,10206979.6,1468128.05,484,451145.74
2024-11-26,Hyderabad,Healthtech,Series B,Bootstrapped,6717721.71,1104902.66,197,443705.51
2024-11-27,Mumbai,SaaS,Series A,Angel Funded,7643293.04,1811400.45,252,1880624.05
2024-11-29,Mumbai,SaaS,Pre-Seed,VC Funded,6018329.2,2345952.11,450,421721.9
2024-11-29,Bengaluru,SaaS,Series A,Angel Funded,9080601.68,2828889.18,29,1274036.24
2024-11-30,Bengaluru,Fintech,Pre-Seed,Bootstrapped,9026085.76,489707.14,134,1005917.46
2024-12-01,Hyderabad,Healthtech,Series A,Bootstrapped,3927593.37,931466.74,303,752581.06
2024-12-01,Chennai,D2C,Seed,Bootstrapped,2104664.75,240953.68,178,453521.25
2024-12-02,Chennai,Healthtech,Pre-Seed,VC Funded,3139622.33,957657.71,476,370365.33
2024-12-03,Chennai,Edtech,Pre-Seed,Angel Funded,2151217.46,165037.18,230,203192.91
2024-12-03,Pune,Healthtech,Series B,Angel Funded,7284157.1,242041.92,250,1598578.99
2024-12-04,Pune,Edtech,Series A,VC Funded,1028336.71,242667.89,275,129346.62
2024-12-05,Bengaluru,Edtech,Series A,VC Funded,3555903.65,374906.01,84,476261.52
2024-12-06,Hyderabad,Deeptech,Pre-Seed,Bootstrapped,4081968.44,179559.7,300,1545867.06
2024-12-06,Hyderabad,Deeptech,Seed,Angel Funded,3931705.22,198065.56,431,492261.17
2024-12-10,Hyderabad,Healthtech,Series C,VC Funded,6583034.19,619546.32,456,677358.54
2024-12-10,Delhi,Edtech,Series A,VC Funded,2965669.35,237225.36,216,544201.27
2024-12-11,Pune,SaaS,Series A,Angel Funded,7749739.4,2863769.54,451,1226033.59
2024-12-12,Chennai,Deeptech,Series B,Angel Funded,7389300.59,328831.87,12,760297.82
2024-12-12,Chennai,SaaS,Seed,Angel Funded,9136495.05,2415516.87,10,1632506.59
2024-12-13,Pune,Deeptech,Series C,Angel Funded,9780146.71,392484.49,347,2196901.77
2024-12-15,Bengaluru,SaaS,Seed,Angel Funded,4401286.83,3588775.58,119,340179.14
2024-12-15,Chennai,Fintech,Series C,Angel Funded,4211386.48,1231612.45,88,599920.61
2024-12-16,Bengaluru,Deeptech,Pre-Seed,VC Funded,4088936.58,225885.18,248,481417.14
2024-12-16,Delhi,Healthtech,Series B,Angel Funded,5350166.73,680407.49,91,1051599.06
2024-12-17,Hyderabad,Fintech,Pre-Seed,VC Funded,3432301.02,371327.63,383,427422.29
2024-12-17,Delhi,D2C,Series A,VC Funded,1944418.93,217936.09,67,466275.85
2024-12-17,Hyderabad,D2C,Seed,Bootstrapped,1646556.33,339908.6,442,317556.73
2024-12-18,Chennai,Fintech,Series C,Bootstrapped,5155304.37,1131603.72,402,854207.47
2024-12-18,Delhi,Deeptech,Series B,Bootstrapped,9005666.13,227890.37,46,1527427.01
2024-12-19,Mumbai,D2C,Pre-Seed,Bootstrapped,2497528.7,193115.8,70,145770.19
2024-12-19,Bengaluru,Deeptech,Series A,VC Funded,11976886.39,279885.21,387,1182489.08
2024-12-22,Chennai,Fintech,Seed,VC Funded,5504804.48,1251464.15,401,1184439.42
2024-12-23,Hyderabad,Fintech,Pre-Seed,Angel Funded,8588716.67,565444.55,86,963224.81
2024-12-24,Chennai,Edtech,Series A,Angel Funded,1138179.88,394945.07,410,147537.28
2024-12-24,Delhi,Healthtech,Seed,Angel Funded,5143484.96,942884.16,63,1057286.42
2024-12-26,Hyderabad,Edtech,Series C,Bootstrapped,2265553.54,399533.81,107,281410.01
2024-12-26,Mumbai,D2C,Series C,Angel Funded,3168600.56,147884.92,446,628676.54
2024-12-26,Bengaluru,SaaS,Seed,Angel Funded,5714447.23,754294.3,171,919712.56
2024-12-29,Bengaluru,D2C,Series C,Bootstrapped,4451193.56,733872.5,369,657108.33
2024-12-29,Bengaluru,Fintech,Series A,Angel Funded,4671714.86,1593681.81,481,886835.56
